id,prov_id,provenance_url,status,error_reason
dc/base/India_Aadhaar_Statisics,dc/base/India_Aadhaar_Statisics,https://uidai.gov.in/aadhaar_dashboard/india.php,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/Brazil_FoodDsitribution,dc/base/Brazil_FoodDsitribution,https://aplicacoes.cidadania.gov.br/vis/data3/data-explorer.php,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/ClimateTrace_GreenhouseGas,dc/base/ClimateTrace_GreenhouseGas,https://api.climatetrace.org/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/ClimateTrace_GHG_Emissions_OldAPI,dc/base/ClimateTrace_GHG_Emissions_OldAPI,https://climatetrace.org/inventory,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/ClimateTrace_GHG_Emissions,dc/base/ClimateTrace_GHG_Emissions,https://api.climatetrace.org/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/Brazil_Census,dc/base/Brazil_Census,https://www.ibge.gov.br/en/statistics/social/population.html,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/Colombia_Census,dc/base/Colombia_Census,https://www.dane.gov.co/index.php/en/statistics-by-topic,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/Copernicus_GlobalLandCoverLayers,dc/base/Copernicus_GlobalLandCoverLayers,https://land.copernicus.eu/global/lcviewer,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/EuroStatHealth_AlcoholConsumption,dc/base/EuroStatHealth_AlcoholConsumption,https://ec.europa.eu/eurostat/web/main/data/database,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/Eurostat_Early_Education_Training,dc/base/Eurostat_Early_Education_Training,https://ec.europa.eu/eurostat/databrowser/view/sdg_04_30__custom_7874475/default/table?lang=en,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/India_Literacy,dc/base/India_Literacy,https://mospi.gov.in/web/nss,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/India_NationalAccountsStatistics,dc/base/India_NationalAccountsStatistics,https://esankhyiki.mospi.gov.in/macroindicators?product=nas,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/IPEDS_StudentToFacultyRatio,dc/base/IPEDS_StudentToFacultyRatio,https://nces.ed.gov/ipeds/datacenter/DataFiles.aspx?gotoReportId=7&fromIpeds=true&sid=859539d0-db09-4d03-a36a-eabf93d07355&rtid=1,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/Israel_Census,dc/base/Israel_Census,https://www.cbs.gov.il/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/OECDStats,dc/base/OECDStats,https://stats.oecd.org,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/TemperatureEvents,dc/base/TemperatureEvents,https://datacommons.org/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/Subnational_Demographics_Stats,dc/base/Subnational_Demographics_Stats,https://databank.worldbank.org/source/subnational-population,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/Sweden_Census,dc/base/Sweden_Census,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/Srilanka_Census,dc/base/Srilanka_Census,https://data.humdata.org/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/WetBulbTemperatureEvents_AutoRefresh,dc/base/WetBulbTemperatureEvents_AutoRefresh,https://datacommons.org/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/UAE_Population,dc/base/UAE_Population,https://bayanat.ae/en/Data?query=population,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/WetBulbTemperatureEventPlaces_AutoRefresh,dc/base/WetBulbTemperatureEventPlaces_AutoRefresh,https://datacommons.org/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/WikidataPopulation,dc/base/WikidataPopulation,https://www.wikidata.org/wiki/Wikidata:Main_Page,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.25
dc/base/WorldBankDatasets,dc/base/WorldBankDatasets,https://databank.worldbank.org/source/world-development-indicators,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S1901,dc/base/CensusACS5YearSurvey_SubjectTables_S1901,https://data.census.gov/cedsci/table?q=S1901&tid=ACSST5Y2023.S1901,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2602PR,dc/base/CensusACS5YearSurvey_SubjectTables_S2602PR,https://data.census.gov/cedsci/table?q=S2602PR&tid=ACSST5Y2023.S2602PR,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACSBtable5YearSurvey_Btable_B25031,dc/base/CensusACSBtable5YearSurvey_Btable_B25031,https://data.census.gov/table/ACSDT5Y2022.B25031,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S0701PR,dc/base/CensusACS5YearSurvey_SubjectTables_S0701PR,https://data.census.gov/cedsci/table?q=S0701PR&tid=ACSST5Y2023.S0701PR,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2704,dc/base/CensusACS5YearSurvey_SubjectTables_S2704,https://data.census.gov/cedsci/table?q=S2704&tid=ACSST5Y2023.S2704,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S1810,dc/base/CensusACS5YearSurvey_SubjectTables_S1810,https://data.census.gov/table/ACSST5Y2023.S1810?q=S1810,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2409,dc/base/CensusACS5YearSurvey_SubjectTables_S2409,https://data.census.gov/cedsci/table?q=S2409&tid=ACSST1Y2023.S2409,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2701,dc/base/CensusACS5YearSurvey_SubjectTables_S2701,https://data.census.gov/cedsci/table?q=S2701&tid=ACSST5Y2023.S2701,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2418,dc/base/CensusACS5YearSurvey_SubjectTables_S2418,https://data.census.gov/cedsci/table?q=S2418&tid=ACSST5Y2023.S2418,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S1251,dc/base/CensusACS5YearSurvey_SubjectTables_S1251,https://data.census.gov/cedsci/table?q=S1251&tid=ACSST5Y2023.S1251,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2502,dc/base/CensusACS5YearSurvey_SubjectTables_S2502,https://data.census.gov/cedsci/table?q=S2502&tid=ACSST5Y2023.S2502,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2201,dc/base/CensusACS5YearSurvey_SubjectTables_S2201,https://data.census.gov/table/ACSST5Y2023.S2201?q=S2201,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S1301,dc/base/CensusACS5YearSurvey_SubjectTables_S1301,https://data.census.gov/cedsci/table?q=S1301&tid=ACSST5Y2023.S1301,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2405,dc/base/CensusACS5YearSurvey_SubjectTables_S2405,https://data.census.gov/cedsci/table?q=S2405&tid=ACSST5Y2023.S2405,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2702PR,dc/base/CensusACS5YearSurvey_SubjectTables_S2702PR,https://data.census.gov/cedsci/table?q=S2702PR&tid=ACSST5Y2013.S2702PR,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S1702,dc/base/CensusACS5YearSurvey_SubjectTables_S1702,https://data.census.gov/cedsci/table?q=S1702&tid=ACSST5Y2023.S1702,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2703,dc/base/CensusACS5YearSurvey_SubjectTables_S2703,https://data.census.gov/cedsci/table?q=S2703&tid=ACSST5Y2023.S2703,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2001,dc/base/CensusACS5YearSurvey_SubjectTables_S2001,https://data.census.gov/cedsci/table?q=S2001&tid=ACSST1Y2023.S2001,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S1603,dc/base/CensusACS5YearSurvey_SubjectTables_S1603,https://data.census.gov/cedsci/table?q=S1603&tid=ACSST5Y2023.S1603,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2603,dc/base/CensusACS5YearSurvey_SubjectTables_S2603,https://data.census.gov/cedsci/table?q=S2603&tid=ACSST5Y2023.S2603,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2601APR,dc/base/CensusACS5YearSurvey_SubjectTables_S2601APR,https://data.census.gov/cedsci/table?q=S2601APR&tid=ACSST5Y2023.S2601APR,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S1903,dc/base/CensusACS5YearSurvey_SubjectTables_S1903,https://data.census.gov/cedsci/table?q=S1903&tid=ACSST5Y2023.S1903,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S0503,dc/base/CensusACS5YearSurvey_SubjectTables_S0503,https://data.census.gov/cedsci/table?q=S0503&tid=ACSST5Y2023.S0503,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2407,dc/base/CensusACS5YearSurvey_SubjectTables_S2407,https://data.census.gov/cedsci/table?q=S2407&tid=ACSST5Y2023.S2407,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2303,dc/base/CensusACS5YearSurvey_SubjectTables_S2303,https://data.census.gov/cedsci/table?q=S2303&tid=ACSST5Y2023.S2303,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S0701,dc/base/CensusACS5YearSurvey_SubjectTables_S0701,https://data.census.gov/cedsci/table?q=S0701&tid=ACSST5Y2023.S0701,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S0902,dc/base/CensusACS5YearSurvey_SubjectTables_S0902,https://data.census.gov/cedsci/table?q=S0902&tid=ACSST5Y2023.S0902,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S0506,dc/base/CensusACS5YearSurvey_SubjectTables_S0506,https://data.census.gov/cedsci/table?q=S0506&tid=ACSST5Y2023.S0506,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2702,dc/base/CensusACS5YearSurvey_SubjectTables_S2702,https://data.census.gov/cedsci/table?q=S2702&tid=ACSST5Y2013.S2702,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S0505,dc/base/CensusACS5YearSurvey_SubjectTables_S0505,https://data.census.gov/cedsci/table?q=S0505&tid=ACSST5Y2023.S0505,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2601A,dc/base/CensusACS5YearSurvey_SubjectTables_S2601A,https://data.census.gov/cedsci/table?q=S2601A&tid=ACSST5Y2023.S2601A,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S1502,dc/base/CensusACS5YearSurvey_SubjectTables_S1502,https://data.census.gov/cedsci/table?q=S1502&tid=ACSST5Y2023.S1502,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S0504,dc/base/CensusACS5YearSurvey_SubjectTables_S0504,https://data.census.gov/cedsci/table?q=S0504&tid=ACSST5Y2023.S0504,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S1201,dc/base/CensusACS5YearSurvey_SubjectTables_S1201,https://data.census.gov/cedsci/table?q=S1201&tid=ACSST5Y2023.S1201,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2602,dc/base/CensusACS5YearSurvey_SubjectTables_S2602,https://data.census.gov/cedsci/table?q=S2602&tid=ACSST5Y2023.S2602,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S0804,dc/base/CensusACS5YearSurvey_SubjectTables_S0804,https://data.census.gov/table/ACSST5Y2023.S0804,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S1602,dc/base/CensusACS5YearSurvey_SubjectTables_S1602,https://data.census.gov/cedsci/table?q=S1602&tid=ACSST5Y2023.S1602,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2408,dc/base/CensusACS5YearSurvey_SubjectTables_S2408,https://data.census.gov/cedsci/table?q=S2408&tid=ACSST5Y2023.S2408,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S0801,dc/base/CensusACS5YearSurvey_SubjectTables_S0801,https://data.census.gov/table?q=S0801&tid=ACSST5Y2023.S0801,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S0101,dc/base/CensusACS5YearSurvey_SubjectTables_S0101,https://data.census.gov/table?q=S0101:+Age+and+Sex&tid=ACSST1Y2023.S0101,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/ACSED5YrSurvey,dc/base/ACSED5YrSurvey,https://nces.ed.gov/programs/edge/Demographic/ACS,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/CensusACS5YearSurvey_SubjectTables_S2406,dc/base/CensusACS5YearSurvey_SubjectTables_S2406,https://data.census.gov/cedsci/table?q=S2406&tid=ACSST5Y2023.S2406,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NASA_WetBulbComputation,dc/base/NASA_WetBulbComputation,https://datacommons.org/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/NASA_WetBulbComputation_Aggregation,dc/base/NASA_WetBulbComputation_Aggregation,https://datacommons.org/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/BLS_LAUS,dc/base/BLS_LAUS,https://www.bls.gov/lau/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/BLS_QCEW,dc/base/BLS_QCEW,https://www.bls.gov/qcew/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/DotBayesNFPreds,dc/base/DotBayesNFPreds,https://datacommons.org,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/DeepSolar,dc/base/DeepSolar,http://web.stanford.edu/group/deepsolar/home,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/Company_FIGI,dc/base/Company_FIGI,https://www.openfigi.com/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/GenderIncomeInequality,dc/base/GenderIncomeInequality,https://www.datacommons.org/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/FEC,dc/base/FEC,https://www.fec.gov/data/browse-data/?tab=bulk-data,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/FBIHateCrimePublications,dc/base/FBIHateCrimePublications,https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/hate-crime,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/EPA_Superfund_Sites_TarCreek,dc/base/EPA_Superfund_Sites_TarCreek,https://cumulis.epa.gov/supercpad/SiteProfiles/index.cfm?fuseaction=second.scs&id=0601269&doc=Y&colid=33990&region=06&type=SC,LOW_CONFIDENCE,CONFIDENCE_TOO_LOW_0.28
dc/base/FeedingAmerica_MapMealGap,dc/base/FeedingAmerica_MapMealGap,https://map.feedingamerica.org/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/FireWFIGS,dc/base/FireWFIGS,https://data-nifc.opendata.arcgis.com/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/FireWFIGS_AggregatedAreas,dc/base/FireWFIGS_AggregatedAreas,https://data-nifc.opendata.arcgis.com/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/PlacePageComparisonCohortSets,dc/base/PlacePageComparisonCohortSets,https://datacommons.org,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/FireWFIGS_Perimeter,dc/base/FireWFIGS_Perimeter,https://data-nifc.opendata.arcgis.com/maps/wfigs-wildland-fire-perimeters-full-history,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/USA_DOL_Wages,dc/base/USA_DOL_Wages,https://www.dol.gov/general/topic/wages,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/RFF_ClimateWildfireSmoke_MTBS,dc/base/RFF_ClimateWildfireSmoke_MTBS,https://www.mtbs.gov,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/GeneratedGraphs,dc/base/GeneratedGraphs,https://datacommons.org/,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/US_Texas_Diabetes,dc/base/US_Texas_Diabetes,https://healthdata.dshs.texas.gov/dashboard/births-and-deaths/deaths,FAILED,NO_DATE_FOUND_ALL_METHODS
dc/base/EIA_Coal,dc/base/EIA_Coal,https://www.eia.gov/opendata/qb.php?category=717234,FAILED,NO_DATE_FOUND_ALL_METHODS
